number,sci_name,sex,predicted_attractiveness_sex_model,sd_sex_model
10984,Prosthemadera novaeseelandiae,unknown,6.0257,0.0628
10985,Protonotaria citrea,unknown,6.8618,0.086
10986,Prunella atrogularis,male,5.5802,0.072
10987,Prunella atrogularis,unknown,5.5527,0.0532
10988,Prunella collaris,unknown,5.4669,0.0576
10989,Prunella fagani,unknown,4.4762,0.0673
10990,Prunella fulvescens,unknown,5.2521,0.051
10991,Prunella himalayana,female,5.534,NA
10992,Prunella himalayana,male,5.3312,0.0312
10993,Prunella himalayana,unknown,4.8162,0.071
10994,Prunella immaculata,unknown,5.848,0.0489
10995,Prunella koslowi,unknown,5.3267,0.0646
10996,Prunella modularis,male,5.0892,0.0573
10997,Prunella modularis,unknown,5.2357,0.0556
10998,Prunella montanella,unknown,5.6577,0.0622
10999,Prunella ocularis,unknown,5.0743,0.0739
11000,Prunella rubeculoides,male,5.7191,0.0379
11001,Prunella rubeculoides,unknown,5.5351,0.0659
11002,Prunella rubida,male,4.7099,0.0702
11003,Prunella rubida,unknown,5.1195,0.0566
11004,Prunella strophiata,unknown,5.9826,0.0494
11005,Psalidoprocne albiceps,unknown,5.6707,0.0531
11006,Psalidoprocne fuliginosa,unknown,5.7552,0.0499
11007,Psalidoprocne nitens,unknown,4.8378,0.0444
11008,Psalidoprocne obscura,unknown,5.1385,0.0664
11009,Psalidoprocne pristoptera,unknown,5.9539,0.0623
11010,Psaltria exilis,unknown,5.3391,0.0561
11011,Psaltriparus minimus,male,7.045,NA
11012,Psaltriparus minimus,unknown,6.0893,0.0581
11013,Psarisomus dalhousiae,unknown,6.8264,0.0863
11014,Psarocolius angustifrons,unknown,5.7109,0.0522
11015,Psarocolius atrovirens,male,5.8668,0.0331
11016,Psarocolius atrovirens,unknown,5.3593,0.0568
11017,Psarocolius bifasciatus,unknown,5.747,0.0674
11018,Psarocolius cassini,unknown,5.4795,0.0535
11019,Psarocolius decumanus,unknown,6.8136,0.0903
11020,Psarocolius guatimozinus,unknown,6.3528,0.0628
11021,Psarocolius montezuma,unknown,6.4317,0.0929
11022,Psarocolius viridis,male,6.7053,0.0215
11023,Psarocolius viridis,unknown,5.6355,0.0554
11024,Psarocolius wagleri,male,5.371,0.0251
11025,Psarocolius wagleri,unknown,5.9047,0.0742
11026,Psephotus chrysopterygius,female,7.109,NA
11027,Psephotus chrysopterygius,male,7.0408,0.0839
11028,Psephotus chrysopterygius,unknown,7.1332,0.0852
11029,Psephotus dissimilis,unknown,6.998,0.0826
11030,Psephotus haematonotus,male,7.5178,0.1047
11031,Psephotus haematonotus,unknown,7.3775,0.1234
11032,Psephotus varius,unknown,7.6001,0.0926
11033,Pseudasthenes cactorum,unknown,4.9339,0.0656
11034,Pseudasthenes humicola,unknown,5.3097,0.0488
11035,Pseudasthenes patagonica,unknown,5.0403,0.0578
11036,Pseudasthenes steinbachi,unknown,5.4493,0.0673
11037,Pseudastur albicollis,unknown,6.8983,0.0799
11038,Pseudastur occidentalis,unknown,6.847,0.0758
11039,Pseudastur polionotus,unknown,6.6729,0.0627
11040,Pseudelaenia leucospodia,unknown,5.0305,0.0445
11041,Pseudeos fuscata,unknown,4.6195,0.0731
11042,Pseudhirundo griseopyga,unknown,5.8564,0.0585
11043,Pseudibis davisoni,unknown,4.9905,0.0545
11044,Pseudibis gigantea,unknown,4.2788,0.0766
11045,Pseudibis papillosa,unknown,5.5178,0.0501
11046,Pseudobias wardi,unknown,6.007,0.0628
11047,Pseudobulweria aterrima,unknown,4.9915,0.0613
11048,Pseudobulweria becki,unknown,4.5509,0.0721
11049,Pseudobulweria macgillivrayi,unknown,4.9342,0.0689
11050,Pseudobulweria rostrata,unknown,4.9921,0.0509
11051,Pseudocalyptomena graueri,unknown,6.3337,0.0696
11052,Pseudochelidon eurystomina,unknown,5.3255,0.061
11053,Pseudocolaptes boissonneautii,unknown,5.5458,0.0586
11054,Pseudocolaptes lawrencii,unknown,5.4869,0.0565
11055,Pseudocolopteryx acutipennis,male,6.306,0.0466
11056,Pseudocolopteryx acutipennis,unknown,5.9058,0.0509
11057,Pseudocolopteryx citreola,unknown,5.7358,0.0494
11058,Pseudocolopteryx dinelliana,unknown,5.5278,0.0497
11059,Pseudocolopteryx flaviventris,unknown,5.5506,0.0549
11060,Pseudocolopteryx sclateri,male,5.426,0.0499
11061,Pseudocolopteryx sclateri,unknown,6.1105,0.0561
11062,Pseudoleistes guirahuro,unknown,5.4666,0.0607
11063,Pseudoleistes virescens,unknown,5.9793,0.0595
11064,Pseudonestor xanthophrys,unknown,5.7494,0.0546
11065,Pseudonigrita arnaudi,unknown,6.1466,0.0519
11066,Pseudonigrita cabanisi,unknown,5.7141,0.0413
11067,Pseudopodoces humilis,unknown,5.4038,0.0535
11068,Pseudorectes ferrugineus,unknown,4.6316,0.0568
11069,Pseudorectes incertus,unknown,4.9633,0.0468
11070,Pseudosaltator rufiventris,unknown,6.2623,0.0651
11071,Pseudoscops grammicus,unknown,7.4555,0.1263
11072,Pseudoseisura cristata,unknown,6.3319,0.0666
11073,Pseudoseisura gutturalis,unknown,5.3555,0.0585
11074,Pseudoseisura lophotes,unknown,5.6374,0.0586
11075,Pseudoseisura unirufa,unknown,5.8915,0.0657
11076,Pseudospingus verticalis,unknown,5.6023,0.0496
11077,Pseudospingus xanthophthalmus,unknown,4.9711,0.0498
11078,Pseudotriccus pelzelni,unknown,6.0537,0.0545
11079,Pseudotriccus ruficeps,unknown,6.1519,0.0619
11080,Pseudotriccus simplex,male,4.813,0.0395
11081,Pseudotriccus simplex,unknown,5.9203,0.0526
11082,Psilopogon annamensis,unknown,7.1028,0.1057
11083,Psilopogon armillaris,unknown,6.7228,0.08
11084,Psilopogon asiaticus,male,6.4847,0.0787
11085,Psilopogon asiaticus,unknown,6.5934,0.055
11086,Psilopogon auricularis,unknown,7.0431,0.0965
11087,Psilopogon australis,unknown,6.3062,0.0688
11088,Psilopogon chersonesus,unknown,6.2081,0.0608
11089,Psilopogon chrysopogon,unknown,6.7476,0.0868
11090,Psilopogon corvinus,unknown,6.173,0.0625
11091,Psilopogon duvaucelii,female,7.0223,0.0493
11092,Psilopogon duvaucelii,male,6.1903,0.0321
11093,Psilopogon duvaucelii,unknown,6.4584,0.0565
11094,Psilopogon eximius,unknown,5.4253,0.0491
11095,Psilopogon faber,unknown,6.7791,0.0935
11096,Psilopogon faiostrictus,unknown,5.8234,0.0557
11097,Psilopogon flavifrons,unknown,6.9583,0.0839
11098,Psilopogon franklinii,unknown,7.0635,0.1074
11099,Psilopogon haemacephalus,unknown,7.0126,0.0834
11100,Psilopogon henricii,unknown,7.5737,0.1177
11101,Psilopogon incognitus,unknown,6.879,0.0892
11102,Psilopogon javensis,unknown,6.4007,0.0929
11103,Psilopogon lagrandieri,male,6.5485,0.0495
11104,Psilopogon lagrandieri,unknown,5.4429,0.0497
11105,Psilopogon lineatus,unknown,6.4956,0.0598
11106,Psilopogon malabaricus,unknown,6.6963,0.0752
11107,Psilopogon monticola,unknown,6.5756,0.0798
11108,Psilopogon mystacophanos,male,6.3512,0.0606
11109,Psilopogon mystacophanos,unknown,6.0739,0.0689
11110,Psilopogon nuchalis,unknown,7.0113,0.0918
11111,Psilopogon oorti,unknown,7.2954,0.0709
11112,Psilopogon pulcherrimus,unknown,7.1584,0.0948
11113,Psilopogon pyrolophus,unknown,6.0013,0.0519
11114,Psilopogon rafflesii,unknown,5.9778,0.0644
11115,Psilopogon rubricapillus,unknown,6.3017,0.0716
11116,Psilopogon virens,unknown,6.3777,0.0661
11117,Psilopogon viridis,unknown,7.1698,0.0801
11118,Psilopogon zeylanicus,unknown,6.6512,0.0735
11119,Psilopsiagon aurifrons,unknown,6.7618,0.0695
11120,Psilopsiagon aymara,unknown,6.6817,0.0807
11121,Psilorhamphus guttatus,male,5.0871,0.0407
11122,Psilorhamphus guttatus,unknown,5.1721,0.0521
11123,Psilorhinus morio,unknown,5.6423,0.0654
11124,Psiloscops flammeolus,unknown,6.9497,0.0906
11125,Psittacara brevipes,unknown,6.6214,0.0803
11126,Psittacara chloropterus,unknown,6.9485,0.0824
11127,Psittacara erythrogenys,unknown,7.4923,0.1131
11128,Psittacara euops,unknown,6.6292,0.0794
11129,Psittacara finschi,unknown,6.5043,0.0809
11130,Psittacara holochlorus,unknown,6.8429,0.0784
11131,Psittacara leucophthalmus,unknown,7.0529,0.1128
11132,Psittacara mitratus,unknown,7.1915,0.105
11133,Psittacara strenuus,unknown,6.6537,0.0669
11134,Psittacara wagleri,unknown,6.8744,0.0797
11135,Psittacella brehmii,male,7.5445,0.0835
11136,Psittacella brehmii,unknown,6.7621,0.0771
11137,Psittacella madaraszi,unknown,6.3799,0.0587
11138,Psittacella modesta,unknown,5.7825,0.0638
11139,Psittacella picta,male,6.7131,0.0713
11140,Psittacella picta,unknown,6.3125,0.0665
11141,Psittacula alexandri,unknown,7.1565,0.0723
11142,Psittacula calthrapae,unknown,6.6599,0.0715
11143,Psittacula caniceps,unknown,6.402,0.074
11144,Psittacula columboides,male,7.095,0.0832
11145,Psittacula columboides,unknown,7.628,0.121
11146,Psittacula cyanocephala,male,6.9047,0.0841
11147,Psittacula cyanocephala,unknown,6.9876,0.0996
11148,Psittacula derbiana,male,6.7193,0.0784
11149,Psittacula derbiana,unknown,6.8456,0.0885
11150,Psittacula eques,female,6.5077,0.0474
11151,Psittacula eques,unknown,6.2135,0.061
11152,Psittacula eupatria,female,6.4757,0.0624
11153,Psittacula eupatria,male,6.1725,0.0554
11154,Psittacula eupatria,unknown,6.8273,0.1112
11155,Psittacula finschii,male,7.3678,0.081
11156,Psittacula finschii,unknown,7.3217,0.1355
11157,Psittacula himalayana,male,7.0294,0.0812
11158,Psittacula himalayana,unknown,7.4405,0.0991
11159,Psittacula krameri,male,6.953,0.0951
11160,Psittacula krameri,unknown,6.789,0.0664
11161,Psittacula longicauda,unknown,6.7572,0.0732
11162,Psittacula roseata,female,6.7523,0.0512
11163,Psittacula roseata,male,6.854,NA
11164,Psittacula roseata,unknown,6.8321,0.0865
11165,Psittaculirostris desmarestii,unknown,6.8275,0.065
11166,Psittaculirostris edwardsii,unknown,6.7143,0.0678
11167,Psittaculirostris salvadorii,female,6.7089,0.0588
11168,Psittaculirostris salvadorii,male,5.8401,0.0495
11169,Psittaculirostris salvadorii,unknown,5.839,0.0665
11170,Psittacus erithacus,unknown,6.3752,0.0662
11171,Psitteuteles goldiei,unknown,5.9211,0.0618
11172,Psitteuteles iris,unknown,6.1755,0.0627
11173,Psitteuteles versicolor,unknown,6.7946,0.0711
11174,Psittinus cyanurus,unknown,6.5438,0.0554
11175,Psittiparus bakeri,unknown,6.1931,0.0574
11176,Psittiparus gularis,unknown,5.9202,0.0681
11177,Psittiparus margaritae,unknown,5.9849,0.0637
11178,Psittiparus ruficeps,unknown,6.1972,0.0661
11179,Psittirostra psittacea,unknown,5.1626,0.0592
11180,Psittrichas fulgidus,unknown,7.4196,0.1066
11181,Psophia crepitans,unknown,5.7353,0.0473
11182,Psophia leucoptera,unknown,5.6656,0.0539
11183,Psophia viridis,unknown,5.3272,0.0527
11184,Psophocichla litsitsirupa,unknown,5.0741,0.0504
11185,Psophodes cristatus,unknown,5.9395,0.0595
11186,Psophodes nigrogularis,male,5.679,0.0212
11187,Psophodes nigrogularis,unknown,5.243,0.0508
11188,Psophodes occidentalis,unknown,6.0775,0.0507
11189,Psophodes olivaceus,male,5.3963,0.0894
11190,Psophodes olivaceus,unknown,6.1346,0.0663
11191,Pteridophora alberti,male,7.1187,0.0934
11192,Pteridophora alberti,unknown,6.6413,0.0826
11193,Pternistis adspersus,unknown,5.656,0.058
11194,Pternistis afer,unknown,5.1269,0.0573
11195,Pternistis ahantensis,unknown,4.9038,0.0567
11196,Pternistis atrifrons,male,5.6223,0.0901
11197,Pternistis atrifrons,unknown,5.3963,0.0464
11198,Pternistis bicalcaratus,unknown,5.638,0.0544
11199,Pternistis capensis,unknown,5.5431,0.0621
11200,Pternistis castaneicollis,unknown,5.2404,0.0588
11201,Pternistis clappertoni,female,4.9391,0.0437
11202,Pternistis clappertoni,unknown,5.4469,0.053
11203,Pternistis erckelii,unknown,5.4655,0.0599
11204,Pternistis griseostriatus,unknown,4.7108,0.0614
11205,Pternistis hartlaubi,male,5.724,0.0203
11206,Pternistis hartlaubi,unknown,5.1897,0.0593
11207,Pternistis harwoodi,unknown,5.2209,0.0591
11208,Pternistis hildebrandti,unknown,5.0353,0.0562
11209,Pternistis icterorhynchus,unknown,5.074,0.0603
11210,Pternistis jacksoni,unknown,5.6347,0.0564
11211,Pternistis leucoscepus,unknown,5.0639,0.0621
11212,Pternistis natalensis,male,6.049,NA
11213,Pternistis natalensis,unknown,5.2119,0.0528
11214,Pternistis nobilis,male,5.515,0.0619
11215,Pternistis nobilis,unknown,5.2492,0.0554
11216,Pternistis ochropectus,unknown,4.9259,0.0512
11217,Pternistis rufopictus,unknown,5.4251,0.0502
11218,Pternistis squamatus,unknown,4.8931,0.0535
11219,Pternistis swainsonii,unknown,5.2661,0.0548
11220,Pternistis swierstrai,unknown,5.1188,0.0587
11221,Pterocles alchata,female,5.8233,0.0374
11222,Pterocles alchata,male,6.4536,0.0442
11223,Pterocles alchata,unknown,6.4126,0.0693
11224,Pterocles bicinctus,female,5.8208,0.0656
11225,Pterocles bicinctus,unknown,5.8186,0.0537
11226,Pterocles burchelli,male,5.0032,0.0888
11227,Pterocles burchelli,unknown,5.7447,0.0455
11228,Pterocles coronatus,unknown,6.2506,0.0595
11229,Pterocles decoratus,male,5.9436,0.0657
11230,Pterocles decoratus,unknown,6.0454,0.0596
11231,Pterocles exustus,female,5.3776,0.0599
11232,Pterocles exustus,unknown,6.2281,0.0653
11233,Pterocles gutturalis,male,6.6233,0.0704
11234,Pterocles gutturalis,unknown,5.634,0.0569
11235,Pterocles indicus,female,6.2121,0.0786
11236,Pterocles indicus,male,5.2794,0.0375
11237,Pterocles indicus,unknown,6.38,0.068
11238,Pterocles lichtensteinii,male,6.3318,0.0612
11239,Pterocles lichtensteinii,unknown,6.6048,0.0584
11240,Pterocles namaqua,female,5.9203,0.0859
11241,Pterocles namaqua,male,5.835,0.0668
11242,Pterocles namaqua,unknown,5.7436,0.0596
11243,Pterocles orientalis,female,5.2525,0.0557
11244,Pterocles orientalis,male,6.51,0.0467
11245,Pterocles orientalis,unknown,5.7588,0.0461
11246,Pterocles personatus,male,5.816,0.0453
11247,Pterocles personatus,unknown,5.7072,0.0589
11248,Pterocles quadricinctus,male,6.4059,0.0698
11249,Pterocles quadricinctus,unknown,6.0348,0.0532
11250,Pterocles senegallus,male,5.6894,0.0698
11251,Pterocles senegallus,unknown,6.1168,0.0614
11252,Pterodroma alba,unknown,5.3909,0.0665
11253,Pterodroma arminjoniana,unknown,4.9896,0.0586
11254,Pterodroma atrata,unknown,4.8154,0.0621
11255,Pterodroma axillaris,unknown,5.1523,0.0511
11256,Pterodroma baraui,unknown,5.3704,0.0558
11257,Pterodroma brevipes,unknown,4.708,0.0618
11258,Pterodroma cahow,unknown,4.7412,0.0506
11259,Pterodroma cervicalis,unknown,5.1872,0.0612
11260,Pterodroma cookii,unknown,5.3124,0.0612
11261,Pterodroma defilippiana,unknown,4.4966,0.0606
11262,Pterodroma externa,unknown,5.5199,0.0465
11263,Pterodroma feae,unknown,5.1999,0.0532
11264,Pterodroma gouldi,unknown,5.1764,0.0616
11265,Pterodroma hasitata,unknown,6.0228,0.0665
11266,Pterodroma heraldica,unknown,5.3882,0.0515
11267,Pterodroma hypoleuca,unknown,5.36,0.0567
11268,Pterodroma incerta,unknown,4.8266,0.0584
11269,Pterodroma inexpectata,unknown,5.1021,0.0592
11270,Pterodroma lessonii,unknown,5.0229,0.0465
11271,Pterodroma leucoptera,unknown,5.2614,0.0601
11272,Pterodroma longirostris,unknown,5.5193,0.0649
11273,Pterodroma macroptera,unknown,4.6472,0.0603
11274,Pterodroma madeira,unknown,5.8255,0.0604
11275,Pterodroma magentae,unknown,4.754,0.0579
11276,Pterodroma mollis,unknown,5.3619,0.0539
11277,Pterodroma neglecta,unknown,4.8894,0.0542
11278,Pterodroma nigripennis,unknown,5.584,0.0497
11279,Pterodroma occulta,unknown,4.7987,0.0666
11280,Pterodroma phaeopygia,unknown,5.4974,0.0491
11281,Pterodroma pycrofti,unknown,5.5651,0.049
11282,Pterodroma sandwichensis,unknown,5.1838,0.0547
11283,Pterodroma solandri,unknown,5.5621,0.0542
11284,Pterodroma ultima,unknown,4.7965,0.0754
11285,Pteroglossus aracari,unknown,6.9865,0.0686
11286,Pteroglossus azara,unknown,7.5224,0.1121
11287,Pteroglossus bailloni,female,6.226,0.0555
11288,Pteroglossus bailloni,unknown,7.4264,0.0991
11289,Pteroglossus beauharnaesii,unknown,7.4285,0.0784
11290,Pteroglossus bitorquatus,unknown,7.0638,0.114
11291,Pteroglossus castanotis,unknown,7.4477,0.0898
11292,Pteroglossus frantzii,unknown,6.6659,0.0673
11293,Pteroglossus inscriptus,unknown,7.4578,0.1182
11294,Pteroglossus pluricinctus,unknown,7.899,0.1055
11295,Pteroglossus torquatus,unknown,7.6147,0.1254
11296,Pteroglossus viridis,female,7.2492,0.1099
11297,Pteroglossus viridis,male,7.615,NA
11298,Pteroglossus viridis,unknown,7.1891,0.0897
11299,Pteronetta hartlaubii,unknown,5.5019,0.0514
11300,Pterophanes cyanopterus,male,7.3536,0.0596
11301,Pterophanes cyanopterus,unknown,7.2331,0.098
11302,Pteroptochos castaneus,unknown,5.3195,0.0683
11303,Pteroptochos megapodius,unknown,5.3905,0.0475
11304,Pteroptochos tarnii,unknown,5.4315,0.0517
11305,Pteruthius aenobarbus,female,5.3328,0.0308
11306,Pteruthius aenobarbus,male,6.0576,0.0437
11307,Pteruthius aenobarbus,unknown,5.9071,0.0589
11308,Pteruthius aeralatus,female,7.015,0.0397
11309,Pteruthius aeralatus,male,6.584,0.064
11310,Pteruthius aeralatus,unknown,6.3731,0.0766
11311,Pteruthius annamensis,male,5.8112,0.026
11312,Pteruthius annamensis,unknown,6.0958,0.0661
11313,Pteruthius flaviscapis,female,6.2713,0.045
11314,Pteruthius flaviscapis,unknown,5.8881,0.0689
11315,Pteruthius intermedius,unknown,6.2555,0.0565
11316,Pteruthius melanotis,male,6.3255,0.0719
11317,Pteruthius melanotis,unknown,6.7637,0.0882
11318,Pteruthius ripleyi,female,5.598,NA
11319,Pteruthius ripleyi,unknown,6.0256,0.0583
11320,Pteruthius rufiventer,male,5.064,0.0599
11321,Pteruthius rufiventer,unknown,6.0906,0.0626
11322,Pteruthius xanthochlorus,unknown,5.6427,0.0497
11323,Ptilinopus alligator,unknown,6.6907,0.0806
11324,Ptilinopus aurantiifrons,unknown,6.7548,0.0946
11325,Ptilinopus bernsteinii,male,5.8564,0.0275
11326,Ptilinopus bernsteinii,unknown,5.9405,0.0706
11327,Ptilinopus chalcurus,male,5.8967,0.0356
11328,Ptilinopus chalcurus,unknown,6.0832,0.0621
11329,Ptilinopus cinctus,male,5.8186,0.0771
11330,Ptilinopus cinctus,unknown,5.7688,0.056
11331,Ptilinopus coralensis,unknown,6.0346,0.0694
11332,Ptilinopus coronulatus,unknown,5.9758,0.0556
11333,Ptilinopus dohertyi,unknown,6.1115,0.059
11334,Ptilinopus dupetithouarsii,unknown,5.9943,0.0611
11335,Ptilinopus epius,unknown,5.7821,0.057
11336,Ptilinopus eugeniae,unknown,6.0156,0.0699
11337,Ptilinopus fischeri,unknown,5.8446,0.056
11338,Ptilinopus granulifrons,male,5.5185,0.053
11339,Ptilinopus granulifrons,unknown,6.2519,0.0492
11340,Ptilinopus greyi,male,6.03,NA
11341,Ptilinopus greyi,unknown,6.5902,0.0851
11342,Ptilinopus hernsheimi,unknown,6.0436,0.0651
11343,Ptilinopus hyogastrus,unknown,5.891,0.062
11344,Ptilinopus insolitus,unknown,6.2236,0.062
11345,Ptilinopus insularis,unknown,6.1398,0.0505
11346,Ptilinopus iozonus,unknown,6.0873,0.0685
11347,Ptilinopus jambu,male,6.0988,0.1151
11348,Ptilinopus jambu,unknown,6.5639,0.0812
11349,Ptilinopus layardi,unknown,6.6409,0.0844
11350,Ptilinopus leclancheri,female,4.979,NA
11351,Ptilinopus leclancheri,male,5.0745,0.0013
11352,Ptilinopus leclancheri,unknown,6.2857,0.0577
11353,Ptilinopus luteovirens,male,6.4086,0.0651
11354,Ptilinopus luteovirens,unknown,6.2572,0.0574
11355,Ptilinopus magnificus,unknown,6.7977,0.0629
11356,Ptilinopus mangoliensis,unknown,6.7246,0.076
11357,Ptilinopus marchei,unknown,6.517,0.0692
11358,Ptilinopus melanospilus,male,6.3368,0.0488
11359,Ptilinopus melanospilus,unknown,6.3752,0.0693
11360,Ptilinopus merrilli,unknown,5.9011,0.0633
11361,Ptilinopus monacha,male,5.4109,0.0452
11362,Ptilinopus monacha,unknown,6.0128,0.0547
11363,Ptilinopus nainus,unknown,6.4111,0.051
11364,Ptilinopus occipitalis,unknown,6.3791,0.0654
11365,Ptilinopus ornatus,male,5.793,0.0226
11366,Ptilinopus ornatus,unknown,5.9357,0.0632
11367,Ptilinopus pelewensis,unknown,6.633,0.0799
11368,Ptilinopus perlatus,unknown,6.6033,0.0817
11369,Ptilinopus perousii,male,7.1378,0.058
11370,Ptilinopus perousii,unknown,6.5715,0.0726
11371,Ptilinopus ponapensis,unknown,6.0052,0.0615
11372,Ptilinopus porphyraceus,unknown,6.5342,0.0805
11373,Ptilinopus porphyreus,male,6.9296,0.0712
11374,Ptilinopus porphyreus,unknown,6.3841,0.0714
11375,Ptilinopus pulchellus,unknown,6.0794,0.0597
11376,Ptilinopus purpuratus,unknown,6.109,0.0847
11377,Ptilinopus rarotongensis,unknown,6.1162,0.0639
11378,Ptilinopus regina,unknown,6.4822,0.0769
11379,Ptilinopus richardsii,female,5.3729,0.0334
11380,Ptilinopus richardsii,male,6.1207,0.0295
11381,Ptilinopus richardsii,unknown,5.9933,0.0586
11382,Ptilinopus rivoli,unknown,6.6648,0.0544
11383,Ptilinopus roseicapilla,unknown,6.4402,0.0687
11384,Ptilinopus solomonensis,female,5.9783,0.083
11385,Ptilinopus solomonensis,unknown,7.0774,0.0975
11386,Ptilinopus subgularis,unknown,5.7234,0.0498
